OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed;Mix;Color
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Rat Terrier Mix;TRUE;White/Black
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Intact Male;Male;Intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Blue
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Boxer Mix;TRUE;Brown/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;9;years;year;9;Labrador Retriever Mix;TRUE;White/Black
Transfer;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Boxer Mix;TRUE;Brown Brindle/White
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;White/Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;American Bulldog Mix;TRUE;White/Brown Brindle
Transfer;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Miniature Poodle/Dachshund;FALSE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Chihuahua Shorthair Mix;TRUE;Black/Brown
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Parson Russell Terrier Mix;TRUE;White/Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Labrador Retriever Mix;TRUE;Black
Return_to_owner;Dog;Intact Female;Female;Intact;7;years;year;7;Chihuahua Shorthair Mix;TRUE;Brown
Adoption;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Chihuahua Shorthair Mix;TRUE;Red/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Siamese Mix;TRUE;Lynx Point
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Cream Tabby
Euthanasia;Cat;Intact Male;Male;Intact;17;years;year;17;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Spayed Female;Female;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Orange
Transfer;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Intact Male;Male;Intact;2;years;year;2;Shih Tzu;FALSE;White/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Rhod Ridgeback;FALSE;Brown
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Yorkshire Terrier/Border Terrier;FALSE;Tan/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Unknown Mix;TRUE;Gray/Tan
Transfer;Cat;Neutered Male;Male;Non-intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Blue
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair/Smooth Fox Terrier;FALSE;Brown/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Tan/White
Euthanasia;Dog;Intact Female;Female;Intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Black
Transfer;Cat;Intact Female;Female;Intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Shorthair;FALSE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;Tan
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Australian Cattle Dog Mix;TRUE;Tan/White
Return_to_owner;Dog;Intact Male;Male;Intact;6;months;month;0.5;Rhod Ridgeback Mix;TRUE;Red
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chinese Sharpei Mix;TRUE;Tan/Black
Euthanasia;Cat;Intact Male;Male;Intact;2;years;year;2;Domestic Medium Hair Mix;TRUE;Orange Tabby/White
Transfer;Cat;Unknown;Unknown;Unknown;5;days;day;0.013689254;Domestic Shorthair Mix;TRUE;Cream/White
Adoption;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Australian Cattle Dog Mix;TRUE;White/Brown
Adoption;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Labrador Retriever Mix;TRUE;Black/White
Return_to_owner;Dog;Intact Female;Female;Intact;2;months;month;0.166666667;Border Collie/Dachshund;FALSE;White/Red
Adoption;Cat;Neutered Male;Male;Non-intact;3;years;year;3;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;12;years;year;12;Chihuahua Shorthair Mix;TRUE;Chocolate/White
Adoption;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;German Shepherd Mix;TRUE;Black/Brown
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Blue Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Golden Retriever Mix;TRUE;Gold/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Intact Female;Female;Intact;3;months;month;0.25;Treeing Cur Mix;TRUE;Black
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Torbie
Transfer;Dog;Intact Female;Female;Intact;1;year;year;1;Italian Greyhound Mix;TRUE;White/Orange
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;American Shorthair Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Keeshond;FALSE;Brown/Black
Transfer;Dog;Intact Female;Female;Intact;2;days;day;0.005475702;Pit Bull Mix;TRUE;Chocolate/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Blue Lacy;FALSE;Brown/Tan
Return_to_owner;Dog;Intact Female;Female;Intact;3;years;year;3;Pit Bull Mix;TRUE;White
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Longhair Mix;TRUE;Black
Adoption;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Maine Coon Mix;TRUE;Brown Tabby
Transfer;Dog;Intact Male;Male;Intact;5;months;month;0.416666667;Dachshund/Rat Terrier;FALSE;Red Merle/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Yorkshire Terrier Mix;TRUE;Silver/Tan
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Cream Tabby/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Boxer Mix;TRUE;Brown
Transfer;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Siamese Mix;TRUE;White
Return_to_owner;Dog;Intact Female;Female;Intact;4;months;month;0.333333333;Miniature Schnauzer Mix;TRUE;Black/Tan
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Calico
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Gray/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Border Collie Mix;TRUE;Chocolate/Cream
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Labrador Retriever Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Cream Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;9;years;year;9;Basenji Mix;TRUE;Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;American Pit Bull Terrier Mix;TRUE;Brown Brindle/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;American Staffordshire Terrier Mix;TRUE;Chocolate/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Black Brindle/White
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;German Shepherd/Labrador Retriever;FALSE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever/Australian Shepherd;FALSE;Black/White
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Cream Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Silver Tabby
Died;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;White/Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Chocolate/White
Euthanasia;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Dachshund Mix;TRUE;White/Brown
Transfer;Cat;Spayed Female;Female;Non-intact;9;years;year;9;Domestic Medium Hair Mix;TRUE;Tortie
Euthanasia;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Brown/Black
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Pomeranian Mix;TRUE;Sable
Transfer;Cat;Intact Female;Female;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Calico
Adoption;Dog;Spayed Female;Female;Non-intact;11;years;year;11;Labrador Retriever Mix;TRUE;Tan
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Intact Female;Female;Intact;12;years;year;12;German Shepherd Mix;TRUE;Sable
Return_to_owner;Dog;Spayed Female;Female;Non-intact;8;months;month;0.666666667;Yorkshire Terrier Mix;TRUE;White/Brown
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Siberian Husky Mix;TRUE;Silver/White
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Chihuahua Shorthair Mix;TRUE;White/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Australian Cattle Dog Mix;TRUE;White/Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Cairn Terrier/Border Collie;FALSE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Chihuahua Shorthair Mix;TRUE;Tan
Return_to_owner;Dog;Neutered Male;Male;Non-intact;9;years;year;9;Anatol Shepherd Mix;TRUE;Yellow
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Basset Hound Mix;TRUE;Brown
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Longhair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Medium Hair Mix;TRUE;Blue Tabby/White
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Longhair Mix;TRUE;Black Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Finnish Spitz Mix;TRUE;White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Balinese Mix;TRUE;Seal Point
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Calico
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Labrador Retriever Mix;TRUE;Yellow
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Standard Schnauzer Mix;TRUE;Blue
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Calico
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Beagle;FALSE;White/Tan
Died;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Medium Hair Mix;TRUE;White/Black
Adoption;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Miniature Schnauzer/Miniature Poodle;FALSE;White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Yorkshire Terrier Mix;TRUE;Tan/Black
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Rat Terrier/Dachshund;FALSE;White/Black
Adoption;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Tortie/Blue Cream
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Euthanasia;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Cream Tabby
Return_to_owner;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Domestic Shorthair Mix;TRUE;Blue/White
Adoption;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Blue Cream/Blue Tabby
Euthanasia;Dog;Neutered Male;Male;Non-intact;2;years;year;2;German Shepherd Mix;TRUE;Brown
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Australian Kelpie Mix;TRUE;Black/Brown
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;6;months;month;0.5;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;Border Terrier Mix;TRUE;Tan
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Blue/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Pit Bull Mix;TRUE;Fawn/White
Transfer;Cat;Intact Female;Female;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Labrador Retriever/Australian Cattle Dog;FALSE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Labrador Retriever/Border Collie;FALSE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Siberian Husky Mix;TRUE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Rottweiler Mix;TRUE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Basset Hound Mix;TRUE;White/Black
Transfer;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Blue Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Great Dane;FALSE;Black/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Great Dane;FALSE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;12;years;year;12;Domestic Shorthair;FALSE;Brown Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;White/Black
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;German Shepherd Mix;TRUE;Black/Tan
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Yorkshire Terrier;FALSE;Black/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Great Pyrenees/Australian Cattle Dog;FALSE;Red Tick/White
Euthanasia;Cat;Intact Male;Male;Intact;12;years;year;12;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Black
Died;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Manx Mix;TRUE;Brown Tabby
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Transfer;Cat;Intact Male;Male;Intact;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;White/Brown Tabby
Transfer;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Tortie/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Bull Terrier/Jack Russell Terrier;FALSE;White/Brown Brindle
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Dachshund;FALSE;Tan/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Yorkshire Terrier Mix;TRUE;Brown/Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Ibizan Hound/Pit Bull;FALSE;Tan/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Havanese Mix;TRUE;White
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Brown/White
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Catahoula Mix;TRUE;White/Blue
Transfer;Cat;Intact Female;Female;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Calico
Transfer;Cat;Neutered Male;Male;Non-intact;3;years;year;3;Maine Coon Mix;TRUE;Brown Tabby
Euthanasia;Cat;Intact Male;Male;Intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Chihuahua Shorthair Mix;TRUE;White/Brown
Adoption;Dog;Spayed Female;Female;Non-intact;5;years;year;5;German Shepherd Mix;TRUE;Tan/Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Catahoula/Australian Cattle Dog;FALSE;Tricolor
Transfer;Dog;Neutered Male;Male;Non-intact;10;years;year;10;German Shepherd;FALSE;Black/Brown
Transfer;Dog;Intact Male;Male;Intact;7;months;month;0.583333333;Chihuahua Shorthair Mix;TRUE;Tan
Transfer;Dog;Spayed Female;Female;Non-intact;7;years;year;7;Cocker Spaniel Mix;TRUE;Red/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Rottweiler Mix;TRUE;Black/Tan
Return_to_owner;Dog;Neutered Male;Male;Non-intact;6;years;year;6;Standard Poodle Mix;TRUE;White
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Cairn Terrier Mix;TRUE;Black/Brown
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Golden Retriever/Australian Cattle Dog;FALSE;Tan
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Unknown;Unknown;Unknown;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Unknown;Unknown;Unknown;8;months;month;0.666666667;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Labrador Retriever/German Shepherd;FALSE;Tan
Return_to_owner;Dog;Intact Female;Female;Intact;2;years;year;2;Nova Scotia Duck Tolling Retriever Mix;TRUE;Tan/White
Return_to_owner;Dog;Intact Male;Male;Intact;4;years;year;4;Chow Chow Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Dachshund/Cardigan Welsh Corgi;FALSE;Blue Merle
Return_to_owner;Dog;Spayed Female;Female;Non-intact;15;years;year;15;Rat Terrier Mix;TRUE;White/Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;American Staffordshire Terrier Mix;TRUE;White/Brown Brindle
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;American Pit Bull Terrier Mix;TRUE;Tan/White
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Labrador Retriever Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;15;years;year;15;Chihuahua Shorthair Mix;TRUE;White
Died;Dog;Intact Male;Male;Intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Intact Male;Male;Intact;6;years;year;6;Australian Cattle Dog Mix;TRUE;Brown/Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;American Staffordshire Terrier Mix;TRUE;White
Transfer;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Boston Terrier Mix;TRUE;White/Black
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Black/White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Siberian Husky Mix;TRUE;Sable/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Great Dane/Labrador Retriever;FALSE;Black
Euthanasia;Dog;Neutered Male;Male;Non-intact;12;years;year;12;German Shepherd/Siberian Husky;FALSE;White
Adoption;Dog;Spayed Female;Female;Non-intact;8;months;month;0.666666667;Chow Chow Mix;TRUE;Tan
Transfer;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Dachshund/Whippet;FALSE;White/Black
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Intact Male;Male;Intact;9;months;month;0.75;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Boston Terrier Mix;TRUE;Black Brindle/White
Adoption;Cat;Neutered Male;Male;Non-intact;8;years;year;8;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Medium Hair;FALSE;Calico
Adoption;Cat;Neutered Male;Male;Non-intact;6;years;year;6;Domestic Shorthair Mix;TRUE;Black
Adoption;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Medium Hair Mix;TRUE;Orange Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Blue Tabby/White
Transfer;Cat;Intact Male;Male;Intact;2;years;year;2;Domestic Longhair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;9;years;year;9;Golden Retriever Mix;TRUE;Gold
Adoption;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Pit Bull Mix;TRUE;Brown/White
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Pointer Mix;TRUE;White/Orange
Adoption;Cat;Intact Female;Female;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Blue
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Calico
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Australian Shepherd Mix;TRUE;White/Tan
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull Mix;TRUE;White
Transfer;Cat;Intact Male;Male;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;White/Chocolate Point
Adoption;Cat;Neutered Male;Male;Non-intact;11;years;year;11;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Anatol Shepherd Mix;TRUE;Brown/White
Transfer;Dog;Spayed Female;Female;Non-intact;13;years;year;13;Pekingese Mix;TRUE;Tan/White
Transfer;Cat;Spayed Female;Female;Non-intact;3;years;year;3;Domestic Longhair Mix;TRUE;Black/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Rottweiler Mix;TRUE;Black/Brown
